Unnamed: 0,count,hate_speech,offensive_language,neither,label,tweet,ProcessedText,ProcessedText_length,ProcessedText_BERT,ProcessedText_BERTbase_length,Mapped_label
17887,3,0,3,0,1,RT @Swagdollz_x: Back in the day when Drake was Aubrey/Jimmy and he made that song with his bitch girlfriend I said he was gonna be a rappe&#8230;,back in the day when drake was aubrey / jimmy and he made that song with his bitch girlfriend i said he was gonna be a rappe,27,[CLS] back in the day when drake was aubrey / jimmy and he made that song with his bitch girlfriend i said he was gonna be a rappe,29,0
10679,3,0,3,0,1,I gotta give De Blasio credit. He is a man of his word. Nypd can't arrest niggas for weed anymore hahahaha fuuuuuck yoouuuuu bitch,i gotta give de blasio credit . he is a man of his word . nypd can not arrest niggas for weed anymore hahahaha fuck   you   bitch,27,[CLS] i gotta give de blasio credit . he is a man of his word . nypd can not arrest niggas for weed anymore hahahaha fuck   you   bitch,36,0
22533,3,0,1,2,2,This is a long yellow for a bunch of track sweeping. Not a ton have taken opportunities to pit. #IndyCar #GoProGrandPrix,this is a long yellow for a bunch of track sweeping . not a ton have taken opportunities to pit .   indy car     go pro grand prix,27,[CLS] this is a long yellow for a bunch of track sweeping . not a ton have taken opportunities to pit .   indy car     go pro grand prix,28,1
6631,3,0,3,0,1,@kieffer_jason bitch wtf r u talking about and why tf r u still talking shit but not doing no action no thank for proving my point pussy boy,bitch wtf r u talking about and why tf r u still talking shit but not doing no action no thank for proving my point pussy boy,27,[CLS] bitch wtf r u talking about and why tf r u still talking shit but not doing no action no thank for proving my point pussy boy,30,0
297,3,1,2,0,1,"""@__MALIBUbarbie: Nd wtf is up with dark bitches with blonde.. PLEASE HAVE SEVERAL SEATS HOE!"" ..looking like black&amp;milds out here","""   : nd wtf is up with dark bitches with blonde .     please have several seats hoe   ! "" .   looking like black & milds out here",27,"[CLS] ""   : nd wtf is up with dark bitches with blonde .     please have several seats hoe   ! "" .   looking like black & milds out here",33,0
2194,3,2,1,0,0,"*goes to olive garden*
*Turns into a cracker*
""@gIacier: *goes black friday shopping*

*turns into a nigger*""","* goes to olive garden * * turns into a cracker * ""   : * goes black friday shopping * * turns into a nigger * """,27,"[CLS] * goes to olive garden * * turns into a cracker * ""   : * goes black friday shopping * * turns into a nigger * """,30,2
17929,3,1,2,0,1,"RT @TOBINSUPREME: y does every female think every nigga they come across is in love w them?
bitch I could leave u , smoke a blunt &amp; forget &#8230;","y does every female think every nigga they come across is in love w them ? bitch i could leave u , smoke a blunt & forget",27,"[CLS] y does every female think every nigga they come across is in love w them ? bitch i could leave u , smoke a blunt & forget",29,0
6235,3,0,0,3,2,"@hardball @Milbank Chris stop your angry bird spitting n Dana go hail ur racial tendicies, u didn't infor, carter rt n u never talk abt him","chris stop your angry bird spitting n dana go hail ur racial tendicies , u did not infor , carter rt n u never talk abt him",27,"[CLS] chris stop your angry bird spitting n dana go hail ur racial tendicies , u did not infor , carter rt n u never talk abt him",32,1
15857,3,0,3,0,1,"RT @HipHopIsDeaddd: Top ten rappers With no hoes
1.Hopsin
2.Lupe
3.Canibus
4.IMT
5.Childish G
6.Papoose
7.Hopsin again
8.Joell Ortiz
9.Krs &#8230;",top ten rappers with no hoes   . hopsin   . lupe   . canibus   .   imt     . childish g   . papoose   . hopsin again   . joell ortiz   . krs,27,[CLS] top ten rappers with no hoes   . hopsin   . lupe   . canibus   .   imt     . childish g   . papoose   . hopsin again   . joell ortiz   . krs,39,0
18190,3,0,1,2,2,"RT @TitansHomer: Me: Do you sell any larger sized condoms?

Her: Sir those are 13 gallon trash bags!

Me: *winks until security escorts me &#8230;",me : do you sell any larger sized condoms ? her : sir those are   gallon trash bags ! me : * winks until security escorts me,27,[CLS] me : do you sell any larger sized condoms ? her : sir those are   gallon trash bags ! me : * winks until security escorts me,29,1
1422,3,0,3,0,1,&#8220;@M94Rx: Sometimes I hate AZ &amp; sometimes I love it. Depends on the time of year I guess.&#8221; &amp; the dumb bitches that live here,: sometimes i hate az & sometimes i love it . depends on the time of year i guess . & the dumb bitches that live here,27,[CLS] : sometimes i hate az & sometimes i love it . depends on the time of year i guess . & the dumb bitches that live here,29,0
24996,3,0,2,1,1,thank god FOB didnt come back doing some shitty arena tour. #iwaited5yearsforfobandiallgotwasthisshittyarena SYKEEEE,thank god   fob   didnt come back doing some shitty arena tour .   i waited 5 years for fob and i all got was this shitty arena     sake,27,[CLS] thank god   fob   didnt come back doing some shitty arena tour .   i waited 5 years for fob and i all got was this shitty arena     sake,31,0
11762,3,0,3,0,1,Idgaf what anyone say. GAMBLING IS STUPID. like if you constantly bitch about not having money why tf would you go to a casino?,idgaf what anyone say .   gambling is stupid   . like if you constantly bitch about not having money why tf would you go to a casino ?,27,[CLS] idgaf what anyone say .   gambling is stupid   . like if you constantly bitch about not having money why tf would you go to a casino ?,31,0
3589,3,3,0,0,0,@ImToBlame you a fatherless wallet carrying ass video game playing ass negro breh. You filth. No way you can afford to date a #TwitterHoney.,you a fatherless wallet carrying ass video game playing ass negro breh . you filth . no way you can afford to date a   twitter honey   .,27,[CLS] you a fatherless wallet carrying ass video game playing ass negro breh . you filth . no way you can afford to date a   twitter honey   .,31,2
12464,3,0,3,0,1,Just saw the baddest bitch in life walking down the street if she didn't have that Aeropostale shirt on I prolly woulda gamed her ass up,just saw the baddest bitch in life walking down the street if she did not have that aeropostale shirt on i prolly woulda gamed her ass up,27,[CLS] just saw the baddest bitch in life walking down the street if she did not have that aeropostale shirt on i prolly woulda gamed her ass up,35,0
1838,3,0,3,0,1,&#8220;@jama_jam I'm not saying I'm for this but .. Studs will fuck trannys but won't let they bitch strap them down you muhfuckas childish lol&#8221;,i am not saying i am for this but .   studs will fuck trannys but will not let they bitch strap them down you muhfuckas childish lol,27,[CLS] i am not saying i am for this but .   studs will fuck trannys but will not let they bitch strap them down you muhfuckas childish lol,36,0
13667,3,1,2,0,1,Niggas killin the same nigga's they grew up with &amp;&amp; these bitches fuckin the same nigga's they homegirl was inlove with.,niggas killin the same nigga ' s they grew up with & & these bitches fuckin the same nigga ' s they homegirl was inlove with .,27,[CLS] niggas killin the same nigga ' s they grew up with & & these bitches fuckin the same nigga ' s they homegirl was inlove with .,38,0
8182,3,0,0,3,2,"Be fearful of the wrath of God in a country where many mock Christianity, embrace perversion, abortion, and bows to PC/multiculturalism.","be fearful of the wrath of god in a country where many mock christianity , embrace perversion , abortion , and bows to pc / multiculturalism .",27,"[CLS] be fearful of the wrath of god in a country where many mock christianity , embrace perversion , abortion , and bows to pc / multiculturalism .",30,1
18260,3,0,3,0,1,"RT @TrueNovacane: Back in the G, getting pregnant was a big deal, now these bitches getting pregnant &amp; its like ""what else new ?!""","back in the g , getting pregnant was a big deal , now these bitches getting pregnant & its like "" what else new ? !   """,27,"[CLS] back in the g , getting pregnant was a big deal , now these bitches getting pregnant & its like "" what else new ? !   """,29,0
15711,3,0,3,0,1,"RT @GirlTalk26: ""Real men ask for nudes""
Correction. Pussy ass bitches ask for nudes. Real men are out there working for women &amp; actually h&#8230;",""" real men ask for nudes "" correction . pussy ass bitches ask for nudes . real men are out there working for women & actually h",27,"[CLS] "" real men ask for nudes "" correction . pussy ass bitches ask for nudes . real men are out there working for women & actually h",31,0
7845,3,1,2,0,1,All these bitches &amp; niggas be Trippin offa what type of relationship me &amp; duddy got like we not fuccing no more &amp; we not dating.,all these bitches & niggas be trippin offa what type of relationship me & duddy got like we not fuccing no more & we not dating .,27,[CLS] all these bitches & niggas be trippin offa what type of relationship me & duddy got like we not fuccing no more & we not dating .,36,0
1114,3,1,2,0,1,&#8220;@AbstractLife: @Nigel So you still rather have trash ass Geno Smith than Alex?!? You sick man&#8221; U still cant tell Alex sucks? You blind man,:   so you still rather have trash ass geno smith than alex ? !   you sick man u still cant tell alex sucks ? you blind man,27,[CLS] :   so you still rather have trash ass geno smith than alex ? !   you sick man u still cant tell alex sucks ? you blind man,30,0
19077,3,0,3,0,1,RT @bitchniggabob: If she called me ugly and started pushin me around. I'd run like a mother fucking pussy screaming for my mom to help htt&#8230;,if she called me ugly and started pushin me around . i ' d run like a mother fucking pussy screaming for my mom to help htt,27,[CLS] if she called me ugly and started pushin me around . i ' d run like a mother fucking pussy screaming for my mom to help htt,30,0
10530,3,0,3,0,1,"I don't. (._.) RT @FvckFresh: Light skin Bitches will have 30 unread texts &amp; still tweet ""Nobody to talk to"" .. You bitches is outta control","i do not . (._.) light skin bitches will have   unread texts & still tweet "" nobody to talk to "" .   you bitches is outta control",27,"[CLS] i do not . (._.) light skin bitches will have   unread texts & still tweet "" nobody to talk to "" .   you bitches is outta control",38,0
10348,3,0,3,0,1,I beg to differ on that lip bittin shit. Dis bitch bit my lip nd tried to suck my blood. Aint shit sexy about that,i beg to differ on that lip bittin shit . dis bitch bit my lip nd tried to suck my blood . aint shit sexy about that,27,[CLS] i beg to differ on that lip bittin shit . dis bitch bit my lip nd tried to suck my blood . aint shit sexy about that,32,0
382,3,0,3,0,1,"""@queendulaaa: Got a couple bitches saying they know me But I&#8217;ma let the money talk for me &#128526;&#128076;"" AND I'M LIKE... #WWYD","""   : got a couple bitches saying they know me but i ma let the money talk for me ""   and i   '   m like   .     wwyd",27,"[CLS] ""   : got a couple bitches saying they know me but i ma let the money talk for me ""   and i   '   m like   .     wwyd",31,0
15179,3,1,2,0,1,"RT @CurlsGoddess: Being so wrapped up in love that you stop doing well for YOU is what middle schoolers do, dumb bitch. I want just want mo&#8230;","being so wrapped up in love that you stop doing well for   you   is what middle schoolers do , dumb bitch . i want just want mo",27,"[CLS] being so wrapped up in love that you stop doing well for   you   is what middle schoolers do , dumb bitch . i want just want mo",29,0
17317,3,0,3,0,1,RT @PopeBeLoud: &#8220;@GrandHustla_: Everybody got at one bitch on dey insta TL who got a baby &amp; it gets NO likes... Y'all fucked up ! &#128514;&#8221; lmao t&#8230;,: everybody got at one bitch on dey insta tl who got a baby & it gets no likes .   you all fucked up ! lmao t,27,[CLS] : everybody got at one bitch on dey insta tl who got a baby & it gets no likes .   you all fucked up ! lmao t,33,0
20953,3,0,2,1,1,Receipts? RT @LoyalLamb85: I still remember that time Lawrence left me a vile voice mail. He was angry. Called me a ho and everything. Lol,receipts ? i still remember that time lawrence left me a vile voice mail . he was angry . called me a ho and everything . lol,27,[CLS] receipts ? i still remember that time lawrence left me a vile voice mail . he was angry . called me a ho and everything . lol,29,0
13744,3,2,1,0,0,"No. Its wrong to try to change #faggots&gt; There is no ""therapy"" so #tcot should understand and sympathize like they are #retards&gt;","no . its wrong to try to change   faggots   > there is no "" therapy "" so   tcot   should understand and sympathize like they are   retards   >",27,"[CLS] no . its wrong to try to change   faggots   > there is no "" therapy "" so   tcot   should understand and sympathize like they are   retards   >",36,2
7896,3,1,2,0,1,Alotta people say they loyal to they niggas and bitches .... Yall aint shiiittt . Someone throw a few dollas in ya face you'll be snitchn &#128175;,alotta people say they loyal to they niggas and bitches .   yall aint shit   . someone throw a few dollas in ya face you will be snitchn,27,[CLS] alotta people say they loyal to they niggas and bitches .   yall aint shit   . someone throw a few dollas in ya face you will be snitchn,39,0
13777,3,1,2,0,1,"Not going to put up a red equals sign on my Facebook because I'm not a faggot, but I'm all for marriage equality #prop8","not going to put up a red equals sign on my facebook because i am not a faggot , but i am all for marriage equality   prop8",27,"[CLS] not going to put up a red equals sign on my facebook because i am not a faggot , but i am all for marriage equality   prop8",31,0
655,3,0,3,0,1,"""omg this bitch is fucking stupid I swear blah blah blah"" *a week later* omg ilysm bae ur my best friend I swear",""" omg this bitch is fucking stupid i swear blah blah blah "" * a week later * omg ilysm bae ur my best friend i swear",27,"[CLS] "" omg this bitch is fucking stupid i swear blah blah blah "" * a week later * omg ilysm bae ur my best friend i swear",32,0
19359,3,0,0,3,2,"RT @dynamite8503: ""Why y'all doing the ALS challenge if y'all not gonna donate?"" Cuz we don't $10k &amp; Tiger Blood to donate unlike Charlie &#8230;",""" why you all doing the   als   challenge if you all not gonna donate ? "" cuz we do not   & tiger blood to donate unlike charlie",27,"[CLS] "" why you all doing the   als   challenge if you all not gonna donate ? "" cuz we do not   & tiger blood to donate unlike charlie",29,1
12731,3,0,3,0,1,Like a woman to tell you what she wants you to do without sounding like a bossy demanding bitch.The art to that is sexy.,like a woman to tell you what she wants you to do without sounding like a bossy demanding bitch . the art to that is sexy .,27,[CLS] like a woman to tell you what she wants you to do without sounding like a bossy demanding bitch . the art to that is sexy .,29,0
15322,3,0,3,0,1,"RT @DeeMayweather: Brees you need a black hoe, who cheating on her man that work offshore, that would fuck you while the baby in the bed w&#8230;","brees you need a black hoe , who cheating on her man that work offshore , that would fuck you while the baby in the bed w",27,"[CLS] brees you need a black hoe , who cheating on her man that work offshore , that would fuck you while the baby in the bed w",30,0
17020,3,0,2,1,1,"RT @NickBratton3: I wish my parents bought me a car man..
People bitch about not getting what car they want when they want it, and its free&#8230;","i wish my parents bought me a car man .   people bitch about not getting what car they want when they want it , and its free",27,"[CLS] i wish my parents bought me a car man .   people bitch about not getting what car they want when they want it , and its free",28,0
1656,3,0,3,0,1,"&#8220;@YungEthiopian: "" I got a natural mean face"" ""i be havin mean mugs and ion even be knowin"" bitch shut the fuck up&#8221;right",": "" i got a natural mean face "" "" i be havin mean mugs and ion even be knowin "" bitch shut the fuck up right",27,"[CLS] : "" i got a natural mean face "" "" i be havin mean mugs and ion even be knowin "" bitch shut the fuck up right",31,0
10235,3,0,3,0,1,I CONFESS&gt; #DegenerateArtist and #RebelScience IS THE #WALRUS who sneaks pussy in the night&gt; I AM #Artist paints your wife with #BASTARDS&gt;,i confess   >   degenerate artist   and   rebel science     is the     walrus   who sneaks pussy in the night >   i am     artist   paints your wife with   bastards   >,27,[CLS] i confess   >   degenerate artist   and   rebel science     is the     walrus   who sneaks pussy in the night >   i am     artist   paints your wife with   bastards   >,32,0
15799,6,0,6,0,1,"RT @HannahJoeckel: I often try to help someone out if I can't decide whether I want to like their insta pic like ""ehh ill throw this bitch &#8230;","i often try to help someone out if i can not decide whether i want to like their insta pic like "" ehh ill throw this bitch",27,"[CLS] i often try to help someone out if i can not decide whether i want to like their insta pic like "" ehh ill throw this bitch",30,0
16085,3,0,2,1,1,"RT @JRsBBQ: TV wrestling villains must lie, selectively be a coward, be a bully when they can, gain unfair advantages bitch &amp; moan, &amp; disre&#8230;","tv wrestling villains must lie , selectively be a coward , be a bully when they can , gain unfair advantages bitch & moan , & disre",27,"[CLS] tv wrestling villains must lie , selectively be a coward , be a bully when they can , gain unfair advantages bitch & moan , & disre",31,0
16676,3,1,2,0,1,RT @LucyyLuux: &amp; when a nigga don't care if you leave it's cause he gotta another bitch he was tired of creeping w/ anyway !,& when a nigga do not care if you leave it ' s cause he gotta another bitch he was tired of creeping w / anyway !,27,[CLS] & when a nigga do not care if you leave it ' s cause he gotta another bitch he was tired of creeping w / anyway !,29,0
9434,3,2,1,0,0,Fredo was a bitch ass nigga. How niggas fire over 20 shots at his pops but he didn't get off 1 cuz he dropped the gun smh,fredo was a bitch ass nigga . how niggas fire over   shots at his pops but he did not get off   cuz he dropped the gun smh,27,[CLS] fredo was a bitch ass nigga . how niggas fire over   shots at his pops but he did not get off   cuz he dropped the gun smh,34,2
16692,3,0,0,3,2,"RT @Lysettemariee: Jamal is a fool &#128514;&#128514;&#128514; first he called me a leprechaun, then he said my heart cant be blue or purple. It gotta be yellow or&#8230;","jamal is a fool first he called me a leprechaun , then he said my heart cant be blue or purple . it gotta be yellow or",27,"[CLS] jamal is a fool first he called me a leprechaun , then he said my heart cant be blue or purple . it gotta be yellow or",32,1
22078,3,0,3,0,1,The same bitches you chicks posing wit in pics for Instagram likes be the same bitches texting your boyfriends when he ain't textin you back,the same bitches you chicks posing wit in pics for instagram likes be the same bitches texting your boyfriends when he ain ' t textin you back,27,[CLS] the same bitches you chicks posing wit in pics for instagram likes be the same bitches texting your boyfriends when he ain ' t textin you back,35,0
11984,3,0,2,1,1,"If you're gonna be a hoe, then don't look for relationships. you lost that privilege when you decided to be a hoe.","if you are gonna be a hoe , then do not look for relationships . you lost that privilege when you decided to be a hoe .",27,"[CLS] if you are gonna be a hoe , then do not look for relationships . you lost that privilege when you decided to be a hoe .",30,0
10313,3,0,3,0,1,I be damn if i go ova dea n get my ass blown&#128163; up i kno wat it look like bitch i play &#128299;Call Of Duty frequently,i be damn if i go ova dea n get my ass blown up i kno wat it look like bitch i play call of duty frequently,27,[CLS] i be damn if i go ova dea n get my ass blown up i kno wat it look like bitch i play call of duty frequently,30,0
10282,3,0,1,2,2,I also had a dream that I went to the FOB show and FOB was rude to me and @audizzle was getting badly hit on by some creep,i also had a dream that i went to the   fob   show and   fob   was rude to me and   was getting badly hit on by some creep,27,[CLS] i also had a dream that i went to the   fob   show and   fob   was rude to me and   was getting badly hit on by some creep,30,1
7480,3,0,3,0,1,@weGIANTS Yeah I'm trying to. Ain't recorded in about a month. Been spiraling downward Mayne. An empty son of a bitch folk,yeah i am trying to . ain ' t recorded in about a month . been spiraling downward mayne . an empty son of a bitch folk,27,[CLS] yeah i am trying to . ain ' t recorded in about a month . been spiraling downward mayne . an empty son of a bitch folk,30,0
23221,6,0,6,0,1,"When u hitting it from the back u gotta call her ""bitch"" they love that but don't u dare call em ""slut""","when u hitting it from the back u gotta call her "" bitch "" they love that but do not u dare call em "" slut """,27,"[CLS] when u hitting it from the back u gotta call her "" bitch "" they love that but do not u dare call em "" slut """,29,0
16179,3,1,2,0,1,"RT @JimNorton: . @WBCFredJr Was daddy still being an abusive rage-a-holic in hospice, or just making doody in his diapers like a good fag h&#8230;",".   was daddy still being an abusive rage - a - holic in hospice , or just making doody in his diapers like a good fag h",27,"[CLS] .   was daddy still being an abusive rage - a - holic in hospice , or just making doody in his diapers like a good fag h",32,0
11115,3,0,3,0,1,"I really hate a fat bitch cause I'm bony ,love smoking hella Swisher's when I'm feeling lonely (try me)voice &#128557;&#128557;","i really hate a fat bitch cause i am bony , love smoking hella swisher ' s when i am feeling lonely ( try me ) voice",27,"[CLS] i really hate a fat bitch cause i am bony , love smoking hella swisher ' s when i am feeling lonely ( try me ) voice",31,0
20312,3,0,3,0,1,RT @pterosaur: Is Nick Jonas a hoe for squeezing his dick? Is Nick Jonas gonna have leaked nudes? Is Nick Jonas less of a role model?,is nick jonas a hoe for squeezing his dick ? is nick jonas gonna have leaked nudes ? is nick jonas less of a role model ?,27,[CLS] is nick jonas a hoe for squeezing his dick ? is nick jonas gonna have leaked nudes ? is nick jonas less of a role model ?,30,0
17641,3,0,3,0,1,"RT @SexualTruth: I want to lick one lucky, HEALTHY, &amp; CLEAN woman's pussy tonight to totally change her life &amp; views about men forever!","i want to lick one lucky ,   healthy   , &   clean   woman ' s pussy tonight to totally change her life & views about men forever !",27,"[CLS] i want to lick one lucky ,   healthy   , &   clean   woman ' s pussy tonight to totally change her life & views about men forever !",28,0
229,3,0,3,0,1,"""@SacTownProdigy: Just because tony romo at the mavs game dont mean he still not a bitch lmao.. Fuk them cowgirls"" lol bitch fuck you","""   : just because tony romo at the mavs game dont mean he still not a bitch lmao .   fuk them cowgirls "" lol bitch fuck you",27,"[CLS] ""   : just because tony romo at the mavs game dont mean he still not a bitch lmao .   fuk them cowgirls "" lol bitch fuck you",37,0
19434,3,0,0,3,2,"RT @fletchworld73: Pulled a dead bird from my garden. 

Grateful to be out of the hot sun, it winked at me with its rotting eye socket.","pulled a dead bird from my garden . grateful to be out of the hot sun , it winked at me with its rotting eye socket .",27,"[CLS] pulled a dead bird from my garden . grateful to be out of the hot sun , it winked at me with its rotting eye socket .",28,1
16429,3,2,1,0,0,RT @KissMy_klASSy: Exactly. .same shit I said&gt;&gt;&gt; @Im_Yung_Jay: So nobody think Mimi was outta line for inviting Stevie J to the gay nicca v&#8230;,exactly . . same shit i said > > >   : so nobody think mimi was outta line for inviting stevie j to the gay nicca v,27,[CLS] exactly . . same shit i said > > >   : so nobody think mimi was outta line for inviting stevie j to the gay nicca v,29,2
21448,3,0,3,0,1,So you females feel like it's ok to dress like a hoe? Smh I just hope I don't have a daughter please god http://t.co/2uaWusHHYE,so you females feel like it ' s ok to dress like a hoe ? smh i just hope i do not have a daughter please god,27,[CLS] so you females feel like it ' s ok to dress like a hoe ? smh i just hope i do not have a daughter please god,30,0
19105,3,0,3,0,1,"RT @briannafbaby: Good girls take 4-12 months before they move on.. only hoes jump from nigga to nigga.. don't argue with me, this is scien&#8230;","good girls take   -   months before they move on .   only hoes jump from nigga to nigga .   do not argue with me , this is scien",27,"[CLS] good girls take   -   months before they move on .   only hoes jump from nigga to nigga .   do not argue with me , this is scien",32,0
22534,3,0,0,3,2,"This is a sexy tweet. RT @Yankees: With a 6-0 lead, #Yankees turn to Matt Thornton to finish off the Red Sox in the 9th.","this is a sexy tweet . with a   -   lead ,   yankees   turn to matt thornton to finish off the red sox in the 9 th .",27,"[CLS] this is a sexy tweet . with a   -   lead ,   yankees   turn to matt thornton to finish off the red sox in the 9 th .",30,1
16949,3,2,1,0,0,RT @MyFriendsRap: You hoes need to stop dressing y'all kids as Migos and Rappers that y'all fucked. Lil nigga just wanted to be a power ran&#8230;,you hoes need to stop dressing you all kids as migos and rappers that you all fucked . lil nigga just wanted to be a power ran,27,[CLS] you hoes need to stop dressing you all kids as migos and rappers that you all fucked . lil nigga just wanted to be a power ran,31,2
18963,3,1,2,0,1,"RT @amazingatheist: America is like a drunken redneck flailing his fists around, raving incoherently. He's kind of funny, but also you'r ...","america is like a drunken redneck flailing his fists around , raving incoherently . he ' s kind of funny , but also you ' r .",27,"[CLS] america is like a drunken redneck flailing his fists around , raving incoherently . he ' s kind of funny , but also you ' r .",34,0
10960,3,0,3,0,1,"I like weed brownies and cookies, im straight but seein crooked, got muh trippy kit hope i trip and fal into some pussy #tunchei","i like weed brownies and cookies , im straight but seein crooked , got muh trippy kit hope i trip and fal into some pussy   tun chei",27,"[CLS] i like weed brownies and cookies , im straight but seein crooked , got muh trippy kit hope i trip and fal into some pussy   tun chei",34,0
9193,3,0,0,3,2,Endless but they really trash so none RT @Whoa_Kimbosabe: Men: how many positive(s) and possibles do y'all have on fri thru sun night?,endless but they really trash so none men : how many positive ( s ) and possibles do you all have on fri thru sun night ?,27,[CLS] endless but they really trash so none men : how many positive ( s ) and possibles do you all have on fri thru sun night ?,30,1
15085,3,0,0,3,2,"RT @CloydRiversPics: Ran outside mullet flowin', nips shown'. Shotgunned a cold one and yelled, ""Saturday, welcome back you sexy beast. Mer&#8230;","ran outside mullet flowin ' , nips shown ' . shotgunned a cold one and yelled , "" saturday , welcome back you sexy beast . mer",27,"[CLS] ran outside mullet flowin ' , nips shown ' . shotgunned a cold one and yelled , "" saturday , welcome back you sexy beast . mer",32,1
18699,3,0,3,0,1,"RT @_ItsUpWitPc: Gotta eat her pussy so good she forget dick coming next. Have her talking to herself like ""he brought dick with him too"""" &#8230;","gotta eat her pussy so good she forget dick coming next . have her talking to herself like "" he brought dick with him too "" """,27,"[CLS] gotta eat her pussy so good she forget dick coming next . have her talking to herself like "" he brought dick with him too "" """,28,0
22730,3,1,2,0,1,Trash &#8220;@TieMyDuragBoo: Black people only play R&amp;B &amp; Hip hop at their parties..play some dubstep and House..yall coons need to expand&#8221;,trash   : black people only play r & b & hip hop at their parties .   play some dubstep and house .   yall coons need to expand,27,[CLS] trash   : black people only play r & b & hip hop at their parties .   play some dubstep and house .   yall coons need to expand,32,0
17954,3,0,0,3,2,RT @TalibKweli: Do you want to hear the truth or are you only looking to hear what makes you feel all warm and fuzzy inside? I choose truth&#8230;,do you want to hear the truth or are you only looking to hear what makes you feel all warm and fuzzy inside ? i choose truth,27,[CLS] do you want to hear the truth or are you only looking to hear what makes you feel all warm and fuzzy inside ? i choose truth,28,1
18908,3,3,0,0,0,RT @_tiffnasty: Why do y'all niggas entertain that Nicole bitch? I don't see how y'all can ever take a bitch that posted naked pics serious&#8230;,why do you all niggas entertain that nicole bitch ? i do not see how you all can ever take a bitch that posted naked pics serious,27,[CLS] why do you all niggas entertain that nicole bitch ? i do not see how you all can ever take a bitch that posted naked pics serious,31,2
1093,3,1,2,0,1,"&#8220;@0ddtoddler: When people refer to their girlfriend as their ""bitch"" &#128528; ....&#8221; I know how it sounds but it's how we mean it lol",": when people refer to their girlfriend as their "" bitch "" .   i know how it sounds but it ' s how we mean it lol",27,"[CLS] : when people refer to their girlfriend as their "" bitch "" .   i know how it sounds but it ' s how we mean it lol",29,0
1424,3,0,2,1,1,&#8220;@MJ2307: @1Bcarter or he's eating it cuz he's with a women who just can't cook &#128586;&#8221;then u gotta get rid of that hoe,:   or he ' s eating it cuz he ' s with a women who just can not cook then u gotta get rid of that hoe,27,[CLS] :   or he ' s eating it cuz he ' s with a women who just can not cook then u gotta get rid of that hoe,30,0
11376,3,0,3,0,1,"I wish Tinder would quit showing me all these broads with that retarded L gesture. 
They're not smart enough to procreate with me. #BBN",i wish tinder would quit showing me all these broads with that retarded l gesture . they are not smart enough to procreate with me .   bbn,27,[CLS] i wish tinder would quit showing me all these broads with that retarded l gesture . they are not smart enough to procreate with me .   bbn,35,0
10380,3,0,2,1,1,I can tell when certain and specific people are posting on a group/corporate fb/twitter page by the consistent retarded hashtags #makeshitup,i can tell when certain and specific people are posting on a group / corporate fb / twitter page by the consistent retarded hashtags   make shit up,27,[CLS] i can tell when certain and specific people are posting on a group / corporate fb / twitter page by the consistent retarded hashtags   make shit up,33,0
1499,3,0,0,3,2,"&#8220;@PrayForJack I survived swine flu, bird flu, west nile and the Bloomberg administration. I'll be fine&#8221;the abortion survival. Cant 4get that","i survived swine flu , bird flu , west nile and the bloomberg administration . i will be fine the abortion survival . cant 4 get that",27,"[CLS] i survived swine flu , bird flu , west nile and the bloomberg administration . i will be fine the abortion survival . cant 4 get that",30,1
6617,3,0,3,0,1,"@kieffer_jason bitch cause u wanted to fight and you didn't show up, and tryna make a bet and shit get yo friendly ass off My Twitter","bitch cause u wanted to fight and you did not show up , and tryna make a bet and shit get yo friendly ass off my twitter",27,"[CLS] bitch cause u wanted to fight and you did not show up , and tryna make a bet and shit get yo friendly ass off my twitter",29,0
14693,3,2,0,1,0,"RT @BenjaminNorton: Remember the ""yellow badge"" Nazis used? 
Israel is making Muslim women carry a yellow badge order to pray in Al-Aqsa.
h&#8230;","remember the "" yellow badge "" nazis used ? israel is making muslim women carry a yellow badge order to pray in al - aqsa . h",27,"[CLS] remember the "" yellow badge "" nazis used ? israel is making muslim women carry a yellow badge order to pray in al - aqsa . h",30,2
9216,3,0,1,2,2,"Even though Lil Wayne's music has turned into trash, No Ceilings and I Am Not A Human Being will always be my favorites.","even though lil wayne ' s music has turned into trash , no ceilings and i am not a human being will always be my favorites .",27,"[CLS] even though lil wayne ' s music has turned into trash , no ceilings and i am not a human being will always be my favorites .",28,1
19317,3,0,3,0,1,RT @dkiswinning: GamePlan: 1. Eat the pussy 2. Beat the pussy up 3. Apologize to the pussy by eating it again because it's so good.,gameplan :   . eat the pussy   . beat the pussy up   . apologize to the pussy by eating it again because it ' s so good .,27,[CLS] gameplan :   . eat the pussy   . beat the pussy up   . apologize to the pussy by eating it again because it ' s so good .,30,0
20834,3,1,2,0,1,"RT @xoxokellylynn_: some of y'all hoes can spend $300 on bundles, have a mk purse with a matching wallet, have your nails done but don't ev&#8230;","some of you all hoes can spend   on bundles , have a mk purse with a matching wallet , have your nails done but do not ev",27,"[CLS] some of you all hoes can spend   on bundles , have a mk purse with a matching wallet , have your nails done but do not ev",29,0
